"date","clock_in","clock_out","code","notes","tags"
2021-11-20,"14:40:00","15:05:00","TSLA","setup books",""
2021-11-20,"15:05:00","18:02:00","TSLA","planning session",""
2021-11-20,"18:02:00","18:32:00","XOM","",""
2021-11-20,"18:32:00","19:22:00","AMZN","prep for mtg",""
2021-11-20,"19:22:00","19:37:00","BIZ","emails",""
2021-11-20,"19:37:00","21:04:00","NVO","price quotes","done"
2021-11-21,"08:55:00","09:07:00","BIZ","emails","done"
2021-11-21,"09:07:00","09:27:00","BIZ","",""
2021-11-21,"09:27:00","10:48:00","WMT","check last month's payments",""
2021-11-21,"10:48:00","11:30:00","AMZN","prep for mtg","done"
2021-11-21,"11:30:00","12:40:00","XOM","phone call","redo"
2021-11-21,"12:40:00","12:59:00","BIZ","",""
2021-11-21,"12:59:00","13:12:00","AMZN","emails",""
2021-11-21,"13:12:00","14:16:00","CVX","prep for mtg",""
2021-11-21,"14:16:00","14:24:00","BIZ","emails",""
2021-11-22,"07:14:00","08:24:00","AAPL","phone call","asap"
2021-11-22,"08:24:00","08:27:00","PG","",""
2021-11-22,"08:27:00","09:20:00","NVDA","phone call",""
2021-11-23,"06:53:00","07:08:00","MSFT","emails","redo"
2021-11-23,"07:08:00","07:50:00","NVDA","prep for mtg","done"
2021-11-23,"07:50:00","08:32:00","META","prep for mtg","done"
2021-11-23,"08:32:00","08:38:00","NVO","emails","asap"
2021-11-23,"08:38:00","09:42:00","WMT","prep for mtg",""
2021-11-23,"09:42:00","10:21:00","PFE","prep for mtg","done"
2021-11-23,"10:21:00","10:25:00","BRK/B","",""
2021-11-23,"10:25:00","10:40:00","TSLA","emails",""
2021-11-24,"07:48:00","08:22:00","TSLA","prep for mtg",""
2021-11-24,"08:22:00","09:18:00","BIZ","prep for mtg","fixed"
2021-11-24,"09:18:00","09:33:00","BIZ","emails",""
2021-11-24,"09:33:00","09:40:00","CVX","emails",""
2021-11-24,"09:40:00","09:59:00","TSLA","",""
2021-11-24,"09:59:00","10:05:00","WMT","emails","redo"
2021-11-24,"10:05:00","10:26:00","BIZ","",""
2021-11-24,"10:26:00","11:16:00","NVDA","prep for mtg","fixed"
2021-11-24,"11:16:00","11:51:00","TSLA","prep for mtg","done"
2021-11-24,"11:51:00","12:19:00","META","setup books","redo"
2021-11-24,"12:19:00","12:34:00","TSM","emails","redo"
2021-11-24,"12:34:00","13:55:00","MSFT","check last month's payments","fixed"
2021-11-24,"13:55:00","14:20:00","UNH","setup books",""
2021-11-24,"14:20:00","14:30:00","NVDA","emails",""
2021-11-24,"14:30:00","15:10:00","TSM","setup books",""
2021-11-24,"15:10:00","15:14:00","NVDA","emails",""
2021-11-24,"15:14:00","17:05:00","MSFT","discuss issues","redo"
2021-11-25,"07:12:00","08:14:00","WMT","phone call","asap"
2021-11-25,"08:14:00","09:44:00","JPM","balance sheets",""
2021-11-26,"08:45:00","08:56:00","JNJ","emails",""
2021-11-26,"08:56:00","09:26:00","GOOG","",""
2021-11-26,"09:26:00","09:46:00","MSFT","",""
2021-11-26,"09:46:00","10:18:00","TSM","prep for mtg","redo"
2021-11-26,"10:18:00","10:21:00","PG","",""
2021-11-26,"10:21:00","10:30:00","BIZ","",""
2021-11-26,"10:30:00","10:51:00","MSFT","",""
2021-11-26,"10:51:00","11:16:00","NVO","setup books",""
2021-11-26,"11:16:00","11:51:00","BIZ","prep for mtg","asap"
2021-11-26,"11:51:00","12:32:00","TSM","setup books",""
2021-11-26,"12:32:00","13:02:00","BIZ","",""
2021-11-27,"07:24:00","07:35:00","PG","emails",""
2021-11-27,"07:35:00","07:52:00","BIZ","",""
2021-11-27,"07:52:00","09:59:00","MA","planning session",""
2021-11-27,"09:59:00","10:53:00","META","phone call",""
2021-11-27,"10:53:00","11:44:00","AMZN","phone call","asap"
2021-11-27,"11:44:00","11:52:00","TSLA","emails",""
2021-11-27,"11:52:00","11:57:00","PFE","emails",""
2021-11-27,"11:57:00","12:03:00","BIZ","emails",""
2021-11-27,"12:03:00","12:07:00","NVO","",""
2021-11-27,"12:07:00","13:50:00","NVO","balance sheets","fixed"
2021-11-27,"13:50:00","14:02:00","PFE","emails",""
2021-11-27,"14:02:00","14:29:00","TSM","",""
2021-11-27,"14:29:00","14:59:00","CVX","",""
2021-11-27,"14:59:00","15:09:00","AMZN","emails","fixed"
2021-11-27,"15:09:00","15:49:00","BIZ","setup books","redo"
2021-11-27,"15:49:00","16:45:00","JNJ","prep for mtg","redo"
2021-11-27,"16:45:00","17:00:00","BIZ","emails",""
2021-11-28,"06:15:00","06:21:00","NVO","emails",""
2021-11-28,"06:21:00","06:59:00","XOM","prep for mtg","redo"
2021-11-28,"06:59:00","07:03:00","WMT","",""
2021-11-28,"07:03:00","07:13:00","MA","emails","redo"
2021-11-28,"07:13:00","08:09:00","TSLA","prep for mtg","fixed"
2021-11-28,"08:09:00","09:00:00","BRK/B","phone call",""
2021-11-29,"06:25:00","06:39:00","PFE","",""
2021-11-29,"06:39:00","07:03:00","BIZ","setup books",""
2021-11-30,"07:35:00","08:07:00","PFE","prep for mtg",""
2021-11-30,"08:07:00","08:41:00","NVDA","prep for mtg","fixed"
2021-11-30,"08:41:00","08:54:00","BRK/B","emails",""
2021-11-30,"08:54:00","09:51:00","META","phone call",""
2021-11-30,"09:51:00","10:07:00","NVDA","",""
2021-11-30,"10:07:00","10:15:00","PG","emails",""
2021-11-30,"10:15:00","10:45:00","NVO","",""
2021-11-30,"10:45:00","11:04:00","UNH","",""
2021-11-30,"11:04:00","11:20:00","BRK/A","",""
2021-11-30,"11:20:00","11:24:00","HD","",""
2021-11-30,"11:24:00","11:39:00","AMZN","emails","redo"
2021-11-30,"11:39:00","12:04:00","BRK/B","setup books",""
2021-11-30,"12:04:00","12:12:00","CVX","emails","asap"
2021-11-30,"12:12:00","12:29:00","HD","",""
2021-11-30,"12:29:00","12:54:00","META","setup books","done"
2021-12-02,"09:55:00","10:57:00","BIZ","phone call","fixed"
2021-12-02,"10:57:00","11:56:00","UNH","phone call","redo"
2021-12-02,"11:56:00","12:04:00","JNJ","emails",""
2021-12-02,"12:04:00","14:09:00","WMT","planning session","redo"
2021-12-02,"14:09:00","16:08:00","BIZ","planning session","fixed"
2021-12-03,"08:59:00","09:21:00","TSM","",""
2021-12-03,"09:21:00","09:34:00","WMT","emails","fixed"
2021-12-03,"09:34:00","10:23:00","AMZN","prep for mtg",""
2021-12-03,"10:23:00","11:57:00","BRK/A","check last month's payments",""
2021-12-03,"11:57:00","12:47:00","BIZ","prep for mtg","asap"
2021-12-03,"12:47:00","13:12:00","PG","setup books",""
2021-12-03,"13:12:00","13:51:00","WMT","prep for mtg",""
2021-12-03,"13:51:00","14:04:00","PFE","emails",""
2021-12-03,"14:04:00","15:37:00","BIZ","balance sheets",""
2021-12-03,"15:37:00","15:40:00","NVDA","",""
2021-12-03,"15:40:00","15:53:00","GOOG","emails","asap"
2021-12-05,"08:43:00","08:49:00","TSLA","emails",""
2021-12-05,"08:49:00","10:33:00","GOOG","check last month's payments","done"
2021-12-05,"10:33:00","10:42:00","BIZ","",""
2021-12-05,"10:42:00","11:45:00","BIZ","prep for mtg","asap"
2021-12-05,"11:45:00","11:49:00","BIZ","",""
2021-12-05,"11:49:00","12:20:00","MA","setup books","asap"
2021-12-05,"12:20:00","13:14:00","BRK/A","phone call",""
2021-12-05,"13:14:00","13:36:00","HD","",""
2021-12-05,"13:36:00","15:16:00","BIZ","phone call","done"
2021-12-05,"15:16:00","16:15:00","UNH","phone call","done"
2021-12-05,"16:15:00","17:48:00","BIZ","balance sheets","redo"
2021-12-05,"17:48:00","17:55:00","MA","emails",""
2021-12-05,"17:55:00","19:10:00","PFE","prep for mtg",""
2021-12-06,"07:05:00","07:29:00","NVDA","setup books","done"
2021-12-06,"07:29:00","08:40:00","BIZ","check last month's payments",""
2021-12-06,"08:40:00","08:46:00","NVO","emails",""
2021-12-06,"08:46:00","08:51:00","PFE","emails","asap"
2021-12-06,"08:51:00","09:00:00","UNH","",""
2021-12-06,"09:00:00","09:04:00","TSLA","",""
2021-12-06,"09:04:00","12:01:00","UNH","price quotes","fixed"
2021-12-06,"12:01:00","12:16:00","BIZ","emails","asap"
2021-12-06,"12:16:00","13:19:00","AAPL","prep for mtg","redo"
2021-12-06,"13:19:00","14:47:00","JNJ","balance sheets",""
2021-12-06,"14:47:00","15:06:00","AAPL","",""
2021-12-07,"06:25:00","06:43:00","BIZ","",""
2021-12-07,"06:43:00","07:47:00","PG","prep for mtg",""
2021-12-08,"07:15:00","08:08:00","AAPL","phone call",""
2021-12-08,"08:08:00","08:16:00","AMZN","emails","asap"
2021-12-08,"08:16:00","08:33:00","BIZ","",""
2021-12-08,"08:33:00","08:42:00","WMT","",""
2021-12-08,"08:42:00","10:36:00","TSM","price quotes","done"
2021-12-09,"07:00:00","07:11:00","XOM","emails",""
2021-12-09,"07:11:00","07:23:00","TSLA","emails","asap"
2021-12-09,"07:23:00","07:25:00","BIZ","phone call",""
2021-12-09,"07:25:00","08:04:00","JNJ","prep for mtg","redo"
2021-12-09,"08:04:00","08:45:00","BIZ","setup books",""
2021-12-09,"08:45:00","09:16:00","HD","setup books","redo"
2021-12-09,"09:16:00","09:30:00","BIZ","",""
2021-12-09,"09:30:00","09:33:00","CVX","",""
2021-12-09,"09:33:00","11:02:00","BRK/A","check last month's payments","done"
2021-12-09,"11:02:00","12:44:00","WMT","price quotes",""
2021-12-09,"12:44:00","12:52:00","NVO","emails","fixed"
2021-12-09,"12:52:00","13:24:00","AAPL","prep for mtg",""
2021-12-09,"13:24:00","13:29:00","JPM","emails","fixed"
2021-12-09,"13:29:00","13:36:00","AMZN","emails",""
2021-12-09,"13:36:00","13:53:00","META","",""
2021-12-10,"08:37:00","09:47:00","TSLA","phone call","redo"
2021-12-10,"09:47:00","09:53:00","CVX","emails","asap"
2021-12-10,"09:53:00","10:23:00","NVO","",""
2021-12-10,"10:23:00","10:41:00","TSLA","",""
2021-12-10,"10:41:00","11:41:00","JNJ","setup books","done"
2021-12-10,"11:41:00","11:47:00","CVX","emails",""
2021-12-11,"06:15:00","06:53:00","WMT","prep for mtg",""
2021-12-11,"06:53:00","07:20:00","BIZ","",""
2021-12-11,"07:20:00","08:19:00","PG","phone call",""
2021-12-11,"08:19:00","08:57:00","PFE","prep for mtg","done"
2021-12-11,"08:57:00","09:37:00","PFE","setup books",""
2021-12-11,"09:37:00","11:19:00","BIZ","price quotes",""
2021-12-11,"11:19:00","11:48:00","NVO","setup books",""
2021-12-11,"11:48:00","12:29:00","BIZ","setup books",""
2021-12-11,"12:29:00","13:02:00","WMT","prep for mtg","done"
2021-12-11,"13:02:00","13:05:00","XOM","",""
2021-12-11,"13:05:00","13:28:00","GOOG","prep for mtg","done"
2021-12-12,"07:00:00","07:12:00","PG","emails",""
2021-12-12,"07:12:00","07:25:00","BIZ","emails",""
2021-12-12,"07:25:00","09:05:00","GOOG","phone call","fixed"
2021-12-12,"09:05:00","09:40:00","BIZ","prep for mtg",""
2021-12-12,"09:40:00","10:55:00","GOOG","prep for mtg","asap"
2021-12-12,"10:55:00","11:01:00","META","emails","asap"
2021-12-12,"11:01:00","11:46:00","UNH","setup books","fixed"
2021-12-12,"11:46:00","12:05:00","PFE","",""
2021-12-12,"12:05:00","12:09:00","BIZ","",""
2021-12-12,"12:09:00","12:20:00","CVX","emails","redo"
2021-12-13,"07:50:00","08:10:00","MSFT","",""
2021-12-13,"08:10:00","08:40:00","MSFT","",""
2021-12-13,"08:40:00","08:58:00","NVO","",""
2021-12-13,"08:58:00","09:12:00","META","",""
2021-12-13,"09:12:00","09:45:00","WMT","prep for mtg","redo"
2021-12-13,"09:45:00","09:46:00","JNJ","crosscheck w bank statements","done"
2021-12-13,"09:46:00","09:49:00","TSLA","",""
2021-12-13,"09:49:00","09:57:00","BIZ","emails",""
2021-12-13,"09:57:00","10:35:00","GOOG","prep for mtg","fixed"
2021-12-13,"10:35:00","11:50:00","HD","prep for mtg","done"
2021-12-13,"11:50:00","12:12:00","NVDA","",""
2021-12-13,"12:12:00","12:42:00","BIZ","",""
2021-12-15,"06:30:00","07:15:00","UNH","setup books","done"
2021-12-15,"07:15:00","08:35:00","UNH","crosscheck w bank statements","done"
2021-12-15,"08:35:00","08:44:00","BIZ","",""
2021-12-15,"08:44:00","09:40:00","WMT","prep for mtg","done"
2021-12-15,"09:40:00","09:53:00","TSLA","emails","done"
2021-12-15,"09:53:00","11:11:00","PFE","balance sheets",""
2021-12-15,"11:11:00","11:36:00","PFE","setup books",""
2021-12-16,"15:24:00","16:04:00","MA","setup books",""
2021-12-16,"16:04:00","16:18:00","GOOG","check last month's payments",""
2021-12-17,"08:00:00","08:17:00","PFE","",""
2021-12-17,"08:17:00","08:52:00","MA","prep for mtg",""
2021-12-17,"08:52:00","09:08:00","GOOG","",""
2021-12-17,"09:08:00","09:16:00","XOM","emails",""
2021-12-17,"09:16:00","09:39:00","GOOG","prep for mtg",""
2021-12-17,"09:39:00","10:04:00","PFE","setup books",""
2021-12-17,"10:04:00","10:10:00","TSLA","emails","asap"
2021-12-17,"10:10:00","11:11:00","BIZ","prep for mtg",""
2021-12-17,"11:11:00","11:30:00","BIZ","",""
2021-12-18,"06:58:00","07:59:00","GOOG","prep for mtg",""
2021-12-18,"07:59:00","10:51:00","BIZ","discuss issues","done"
2021-12-18,"10:51:00","11:30:00","PG","prep for mtg",""
2021-12-18,"11:30:00","13:26:00","NVO","crosscheck w bank statements",""
2021-12-18,"13:26:00","14:38:00","TSM","check last month's payments","done"
2021-12-18,"14:38:00","14:50:00","HD","emails",""
2021-12-18,"14:50:00","15:12:00","PG","",""
2021-12-18,"15:12:00","15:28:00","BIZ","",""
2021-12-18,"15:28:00","15:52:00","JPM","setup books",""
2021-12-18,"15:52:00","17:21:00","MSFT","check last month's payments","done"
2021-12-18,"17:21:00","17:30:00","PFE","",""
2021-12-18,"17:30:00","17:43:00","TSM","emails",""
2021-12-20,"09:37:00","10:45:00","TSLA","phone call","done"
2021-12-20,"10:45:00","11:45:00","PFE","setup books",""
2021-12-20,"11:45:00","12:02:00","HD","",""
2021-12-20,"12:02:00","12:44:00","MSFT","prep for mtg",""
2021-12-20,"12:44:00","13:59:00","TSLA","prep for mtg","done"
2021-12-20,"13:59:00","14:58:00","MSFT","phone call",""
2021-12-20,"14:58:00","15:25:00","META","",""
2021-12-20,"15:25:00","16:10:00","META","setup books","redo"
2021-12-20,"16:10:00","17:23:00","TSLA","phone call",""
2021-12-20,"17:23:00","17:29:00","MA","emails","fixed"
2021-12-20,"17:29:00","17:34:00","BIZ","emails",""
2021-12-20,"17:34:00","17:39:00","GOOG","emails",""
2021-12-20,"17:39:00","18:15:00","PFE","setup books",""
2021-12-21,"08:55:00","09:20:00","META","setup books",""
2021-12-21,"09:20:00","09:33:00","MSFT","emails","asap"
2021-12-21,"09:33:00","09:38:00","PG","emails",""
2021-12-21,"09:38:00","10:18:00","BIZ","setup books",""
2021-12-25,"08:35:00","08:54:00","WMT","",""
2021-12-25,"08:54:00","09:30:00","NVDA","setup books","fixed"
2021-12-25,"09:30:00","09:44:00","PG","",""
2021-12-25,"09:44:00","09:47:00","NVO","",""
2021-12-25,"09:47:00","10:02:00","PG","emails",""
2021-12-25,"10:02:00","10:06:00","HD","",""
2021-12-25,"10:06:00","10:31:00","TSLA","setup books","redo"
2021-12-25,"10:31:00","10:36:00","TSLA","emails","done"
2021-12-25,"10:36:00","10:54:00","GOOG","",""
2021-12-28,"16:19:00","16:41:00","WMT","prep for mtg",""
2021-12-30,"08:08:00","08:35:00","CVX","",""
2021-12-30,"08:35:00","09:44:00","MA","prep for mtg",""
2021-12-30,"09:44:00","09:55:00","JNJ","emails","done"
2021-12-30,"09:55:00","10:00:00","HD","emails","fixed"
2021-12-30,"10:00:00","11:20:00","PG","crosscheck w bank statements",""
2021-12-30,"11:20:00","12:01:00","META","setup books","redo"
2021-12-30,"12:01:00","14:07:00","NVO","check last month's payments",""
2021-12-30,"14:07:00","14:09:00","MSFT","phone call","redo"
2021-12-31,"19:05:00","19:11:00","TSLA","setup books",""
2022-01-02,"16:22:00","16:28:00","GOOG","phone call","fixed"
2022-01-02,"16:28:00","17:09:00","MSFT","emails","done"
2022-01-02,"17:09:00","17:29:00","AAPL","phone call","done"
2022-01-02,"17:29:00","17:35:00","PG","",""
2022-01-02,"17:35:00","17:54:00","TSLA","emails","done"
2022-01-02,"17:54:00","18:34:00","CVX","",""
2022-01-02,"18:34:00","18:42:00","GOOG","",""
2022-01-04,"06:15:00","08:04:00","XOM","discuss issues","redo"
2022-01-04,"08:04:00","08:20:00","AMZN","",""
2022-01-04,"08:20:00","09:32:00","MSFT","check last month's payments","redo"
2022-01-04,"09:32:00","09:39:00","NVDA","emails",""
2022-01-04,"09:39:00","10:54:00","BIZ","prep for mtg","done"
2022-01-04,"10:54:00","11:01:00","TSLA","emails",""
2022-01-04,"11:01:00","11:07:00","BIZ","emails","done"
2022-01-04,"11:07:00","12:43:00","AAPL","check last month's payments",""
2022-01-04,"12:43:00","13:04:00","META","",""
2022-01-05,"08:50:00","09:10:00","MSFT","",""
2022-01-05,"09:10:00","09:58:00","PG","phone call",""
2022-01-05,"09:58:00","10:04:00","XOM","emails","fixed"
2022-01-05,"10:04:00","10:18:00","BIZ","",""
2022-01-05,"10:18:00","10:23:00","BRK/B","emails","asap"
2022-01-08,"07:15:00","08:03:00","NVO","phone call","done"
2022-01-08,"08:03:00","08:30:00","NVO","",""
2022-01-08,"08:30:00","09:38:00","TSLA","phone call",""
2022-01-08,"09:38:00","09:42:00","WMT","",""
2022-01-08,"09:42:00","10:03:00","UNH","",""
2022-01-08,"10:03:00","11:18:00","AMZN","prep for mtg","done"
2022-01-08,"11:18:00","11:30:00","GOOG","emails","redo"
2022-01-08,"11:30:00","11:44:00","CVX","",""
2022-01-08,"11:44:00","13:31:00","MSFT","crosscheck w bank statements","done"
2022-01-09,"18:03:00","18:15:00","NVO","",""
2022-01-11,"19:57:00","20:10:00","AAPL","",""
2022-01-12,"06:26:00","06:42:00","NVDA","",""
2022-01-13,"07:00:00","07:37:00","PG","setup books","redo"
2022-01-13,"07:37:00","07:44:00","WMT","emails",""
2022-01-13,"07:44:00","08:20:00","BIZ","setup books","done"
2022-01-13,"08:20:00","09:00:00","AMZN","setup books","asap"
2022-01-13,"09:00:00","09:27:00","MSFT","",""
2022-01-13,"09:27:00","09:30:00","AMZN","",""
2022-01-13,"09:30:00","10:00:00","TSLA","",""
2022-01-13,"10:00:00","10:13:00","META","emails","redo"
2022-01-13,"10:13:00","10:25:00","WMT","emails","redo"
2022-01-13,"10:25:00","10:27:00","MSFT","phone call","done"
2022-01-13,"10:27:00","11:17:00","TSM","prep for mtg",""
2022-01-13,"11:17:00","12:17:00","META","setup books","redo"
2022-01-13,"12:17:00","14:50:00","NVDA","balance sheets","redo"
2022-01-13,"14:50:00","15:03:00","BIZ","emails","asap"
2022-01-13,"15:03:00","15:28:00","NVO","setup books","asap"
2022-01-13,"15:28:00","15:49:00","MSFT","",""
2022-01-13,"15:49:00","16:07:00","PG","",""
2022-01-13,"16:07:00","17:26:00","NVO","crosscheck w bank statements",""
2022-01-13,"17:26:00","17:56:00","PFE","",""
2022-01-13,"17:56:00","18:24:00","WMT","setup books",""
2022-01-13,"18:24:00","18:30:00","TSLA","emails","fixed"
2022-01-13,"18:30:00","18:51:00","WMT","",""
2022-01-14,"09:14:00","09:36:00","NVDA","",""
2022-01-14,"09:36:00","09:42:00","NVDA","emails",""
2022-01-14,"09:42:00","10:24:00","META","prep for mtg",""
2022-01-14,"10:24:00","11:07:00","XOM","setup books","done"
2022-01-15,"07:19:00","08:57:00","NVDA","price quotes",""
2022-01-15,"08:57:00","09:02:00","TSM","emails","done"
2022-01-15,"09:02:00","09:14:00","TSLA","emails","fixed"
2022-01-15,"09:14:00","09:48:00","AMZN","prep for mtg","fixed"
2022-01-17,"12:30:00","12:42:00","CVX","",""
2022-01-17,"12:42:00","12:57:00","BRK/B","prep for mtg","done"
2022-01-17,"12:57:00","13:12:00","MSFT","emails","asap"
2022-01-17,"13:12:00","13:22:00","GOOG","planning session",""
2022-01-18,"10:11:00","12:19:00","MSFT","price quotes",""
2022-01-18,"12:19:00","12:47:00","META","setup books",""
2022-01-18,"12:47:00","15:17:00","TSLA","planning session","done"
2022-01-18,"15:17:00","15:57:00","MSFT","setup books","redo"
2022-01-18,"15:57:00","16:17:00","BIZ","",""
2022-01-18,"16:17:00","16:33:00","WMT","",""
2022-01-18,"16:33:00","17:03:00","NVDA","",""
2022-01-18,"17:03:00","17:11:00","META","emails","asap"
2022-01-18,"17:11:00","18:01:00","CVX","prep for mtg","redo"
2022-01-18,"18:01:00","18:42:00","HD","setup books",""
2022-01-18,"18:42:00","18:45:00","NVO","",""
2022-01-18,"18:45:00","19:38:00","PG","phone call",""
2022-01-18,"19:38:00","21:09:00","BIZ","crosscheck w bank statements","redo"
2022-01-18,"21:09:00","21:22:00","META","emails",""
2022-01-18,"21:22:00","22:31:00","PG","prep for mtg","redo"
2022-01-18,"22:31:00","22:42:00","BRK/B","emails",""
2022-01-20,"07:55:00","08:26:00","BIZ","setup books",""
2022-01-20,"08:26:00","08:33:00","AMZN","emails",""
2022-01-20,"08:33:00","08:45:00","WMT","emails","asap"
2022-01-20,"08:45:00","08:54:00","JNJ","",""
2022-01-20,"08:54:00","08:59:00","NVDA","emails","redo"
2022-01-20,"08:59:00","09:24:00","WMT","setup books",""
2022-01-20,"09:24:00","11:18:00","PG","price quotes",""
2022-01-20,"11:18:00","12:19:00","JNJ","prep for mtg","done"
2022-01-20,"12:19:00","12:37:00","GOOG","",""
2022-01-20,"12:37:00","14:17:00","PG","phone call",""
2022-01-21,"07:16:00","07:31:00","WMT","emails","redo"
2022-01-21,"07:31:00","07:34:00","TSLA","",""
2022-01-21,"07:34:00","07:38:00","TSM","",""
2022-01-21,"07:38:00","09:30:00","BIZ","price quotes","asap"
2022-01-21,"09:30:00","09:33:00","PG","",""
2022-01-21,"09:33:00","09:47:00","TSLA","",""
2022-01-21,"09:47:00","11:21:00","PFE","check last month's payments",""
2022-01-21,"11:21:00","11:36:00","TSLA","emails",""
2022-01-21,"11:36:00","12:40:00","PG","prep for mtg","fixed"
2022-01-21,"12:40:00","13:11:00","BIZ","setup books","fixed"
2022-01-21,"13:11:00","14:10:00","BIZ","phone call","asap"
2022-01-21,"14:10:00","15:02:00","PFE","check last month's payments","asap"
